Year,Volume,Issue,Title,Authors,Cite As,DOI
,,,Data-Driven Mergers,"Alexandre de Cornière, Greg Taylor","Alexandre de Cornière, Greg Taylor () Data-Driven Mergers. Management Science ():",https://doi.org/10.1287/mnsc.2023.04104
,,,Stepping Sideways to Step up: Lateral Mobility and Career Advancement Inside Organizations,"Matthew Bidwell, J. R. Keller","Matthew Bidwell, J. R. Keller () Stepping Sideways to Step up: Lateral Mobility and Career Advancement Inside Organizations. Management Science ():",https://doi.org/10.1287/mnsc.2021.03746
,,,"Effects of Supportive Leadership Behaviors on Employee Satisfaction, Engagement, and Performance: An Experimental Field Investigation","Simone Haeckl, Mari Rege","Simone Haeckl, Mari Rege () Effects of Supportive Leadership Behaviors on Employee Satisfaction, Engagement, and Performance: An Experimental Field Investigation. Management Science ():",https://doi.org/10.1287/mnsc.2022.02170
,,,Offline Planning and Online Learning Under Recovering Rewards,"David Simchi-Levi, Zeyu Zheng, Feng Zhu","David Simchi-Levi, Zeyu Zheng, Feng Zhu () Offline Planning and Online Learning Under Recovering Rewards. Management Science ():",https://doi.org/10.1287/mnsc.2021.04202
,,,Offline Returns for Online Retailers via Partnership,"Leela Nageswaran, Elina H. Hwang, Soo-Haeng Cho","Leela Nageswaran, Elina H. Hwang, Soo-Haeng Cho () Offline Returns for Online Retailers via Partnership. Management Science ():",https://doi.org/10.1287/mnsc.2023.01291
,,,The Effect of Computer Monitoring on Employees’ Productivity in Telecommuting Arrangements,"Yea Hee Ko, In Gyun Baek","Yea Hee Ko, In Gyun Baek () The Effect of Computer Monitoring on Employees’ Productivity in Telecommuting Arrangements. Management Science ():",https://doi.org/10.1287/mnsc.2022.00588
,,,"Deferred Tax Asset Revaluations, Costly Information Processing, and Bank Deposits: Evidence from the Tax Cuts and Jobs Act","Ulf Mohrmann, Jan Riepe","Ulf Mohrmann, Jan Riepe () Deferred Tax Asset Revaluations, Costly Information Processing, and Bank Deposits: Evidence from the Tax Cuts and Jobs Act. Management Science ():",https://doi.org/10.1287/mnsc.2022.03176
,,,Debt Derisking,"Jannic Cutura, Gianpaolo Parise, Andreas Schrimpf","Jannic Cutura, Gianpaolo Parise, Andreas Schrimpf () Debt Derisking. Management Science ():",https://doi.org/10.1287/mnsc.2022.03406
,,,Reducing Interference Bias in Online Marketplace Experiments Using Cluster Randomization: Evidence from a Pricing Meta-experiment on Airbnb,"David Holtz, Felipe Lobel, Ruben Lobel, Inessa Liskovich, Sinan Aral","David Holtz, Felipe Lobel, Ruben Lobel, Inessa Liskovich, Sinan Aral () Reducing Interference Bias in Online Marketplace Experiments Using Cluster Randomization: Evidence from a Pricing Meta-experiment on Airbnb. Management Science ():",https://doi.org/10.1287/mnsc.2020.01157
,,,Are People Willing to Pay for Reduced Inequality?,"Brian Hill, Thomas Lloyd","Brian Hill, Thomas Lloyd () Are People Willing to Pay for Reduced Inequality?. Management Science ():",https://doi.org/10.1287/mnsc.2023.01974
,,,Site Visits and Corporate Investment Efficiency,"Sean Shun Cao, Guojin Gong, Yongtae Kim, Hanzhong Shi, Angie Wang","Sean Shun Cao, Guojin Gong, Yongtae Kim, Hanzhong Shi, Angie Wang () Site Visits and Corporate Investment Efficiency. Management Science ():",https://doi.org/10.1287/mnsc.2022.00302
,,,Institutional Ownership and Tail Risk Comovement in Banks,"Emmanuel T. De George, Nayana Reiter, Christina Synn, Christopher Don Williams","Emmanuel T. De George, Nayana Reiter, Christina Synn, Christopher Don Williams () Institutional Ownership and Tail Risk Comovement in Banks. Management Science ():",https://doi.org/10.1287/mnsc.2023.02522
,,,Improving Transparency and Verifiability in School Admissions: Theory and Experiment,"Rustamdjan Hakimov, Madhav Raghavan","Rustamdjan Hakimov, Madhav Raghavan () Improving Transparency and Verifiability in School Admissions: Theory and Experiment. Management Science ():",https://doi.org/10.1287/mnsc.2023.00105
,,,The Role of Networks in Loan Syndicate Markets,"Jeffrey H. Harris, Ioannis Spyridopoulos, Morad Zekhnini, Celso Brunetti","Jeffrey H. Harris, Ioannis Spyridopoulos, Morad Zekhnini, Celso Brunetti () The Role of Networks in Loan Syndicate Markets. Management Science ():",https://doi.org/10.1287/mnsc.2024.06313
,,,Group Discussions Improve Competence Calibration: Making Self-Perceived Competence Valuable When Harnessing the Wisdom of Crowds,"Michael Goedde-Menke, Enrico Diecidue, Andreas Jacobs, Thomas Langer","Michael Goedde-Menke, Enrico Diecidue, Andreas Jacobs, Thomas Langer () Group Discussions Improve Competence Calibration: Making Self-Perceived Competence Valuable When Harnessing the Wisdom of Crowds. Management Science ():",https://doi.org/10.1287/mnsc.2022.03061
,,,Access to Debt and the Provision of Trade Credit,"Matthew Billett, Kayla Freeman, Janet Gao","Matthew Billett, Kayla Freeman, Janet Gao () Access to Debt and the Provision of Trade Credit. Management Science ():",https://doi.org/10.1287/mnsc.2023.04090
,,,Who Falls Prey to the Wolf of Wall Street? Investor Participation in Market Manipulation,"Christian Leuz, Steffen Meyer, Maximilian Muhn, Eugene Soltes, Andreas Hackethal","Christian Leuz, Steffen Meyer, Maximilian Muhn, Eugene Soltes, Andreas Hackethal () Who Falls Prey to the Wolf of Wall Street? Investor Participation in Market Manipulation. Management Science ():",https://doi.org/10.1287/mnsc.2023.03181
,,,Base Rate Neglect as a Source of Inaccurate Statistical Discrimination,"David Hagmann, Gwendolin B. Sajons, Catherine H. Tinsley","David Hagmann, Gwendolin B. Sajons, Catherine H. Tinsley () Base Rate Neglect as a Source of Inaccurate Statistical Discrimination. Management Science ():",https://doi.org/10.1287/mnsc.2023.00603
,,,The Interplay Between Product Variety and Customer Retention: Theory and Evidence,"Ulrich Kaiser, Reinhold Kesler, Markus Reisinger","Ulrich Kaiser, Reinhold Kesler, Markus Reisinger () The Interplay Between Product Variety and Customer Retention: Theory and Evidence. Management Science ():",https://doi.org/10.1287/mnsc.2023.00985
,,,Dynamic Portfolio Selection Under Quantile Maximization,"Xue Dong He, Zhaoli Jiang, Steven Kou","Xue Dong He, Zhaoli Jiang, Steven Kou () Dynamic Portfolio Selection Under Quantile Maximization. Management Science ():",https://doi.org/10.1287/mnsc.2023.03182
,,,"Shareholderism Around the World: Corporate Purpose, Culture, and Law","Renée B. Adams, Amir N. Licht","Renée B. Adams, Amir N. Licht () Shareholderism Around the World: Corporate Purpose, Culture, and Law. Management Science ():",https://doi.org/10.1287/mnsc.2022.00463
,,,How Do Behavioral Approaches to Increase Savings Compare? Evidence from Multiple Interventions in the U.S. Army,"Richard W. Patterson, William Skimmyhorn","Richard W. Patterson, William Skimmyhorn () How Do Behavioral Approaches to Increase Savings Compare? Evidence from Multiple Interventions in the U.S. Army. Management Science ():",https://doi.org/10.1287/mnsc.2024.04939
,,,Venture Capital and Private M&amp;A Contracting,Lauren J. Vollon,Lauren J. Vollon () Venture Capital and Private M&amp;A Contracting. Management Science ():,https://doi.org/10.1287/mnsc.2023.00654
,,,The Role of Auditor Reputation in an Emerging Audit Marketplace: Evidence from Decentralized Finance (DeFi),"W. Robert Knechel, Steven A. Maex, Hyun Jong Park","W. Robert Knechel, Steven A. Maex, Hyun Jong Park () The Role of Auditor Reputation in an Emerging Audit Marketplace: Evidence from Decentralized Finance (DeFi). Management Science ():",https://doi.org/10.1287/mnsc.2023.02245
,,,From Food Deserts to Fresh Food: The Role of Digital Accessibility in Nutrition Assistance Programs,"Cheng He, Zhuoxin Li","Cheng He, Zhuoxin Li () From Food Deserts to Fresh Food: The Role of Digital Accessibility in Nutrition Assistance Programs. Management Science ():",https://doi.org/10.1287/mnsc.2025.00012
,,,How Search Engine Impacts Market Structure: Empirical Evidence from a Multivendor Darknet Market,"Ying Lu, Dandan Qiao, Shu He, Bernard C. Y. Tan","Ying Lu, Dandan Qiao, Shu He, Bernard C. Y. Tan () How Search Engine Impacts Market Structure: Empirical Evidence from a Multivendor Darknet Market. Management Science ():",https://doi.org/10.1287/mnsc.2022.04133
,,,Evaluating the Efficacy of Application Costs for Managing Congestion in Online Matching Markets,"Ni Huang, Gordon Burtch, Pei-yu Chen, Ao Huang","Ni Huang, Gordon Burtch, Pei-yu Chen, Ao Huang () Evaluating the Efficacy of Application Costs for Managing Congestion in Online Matching Markets. Management Science ():",https://doi.org/10.1287/mnsc.2021.03495
,,,Capital Structure Effects Associated with the New Lease Accounting Standard,"Petrus Ferreira, Wayne R. Landsman, Brian Rountree","Petrus Ferreira, Wayne R. Landsman, Brian Rountree () Capital Structure Effects Associated with the New Lease Accounting Standard. Management Science ():",https://doi.org/10.1287/mnsc.2024.04447
,,,Smart Stochastic Discount Factors,"Sofonias Alemu Korsaye, Alberto Quaini, Fabio Trojani","Sofonias Alemu Korsaye, Alberto Quaini, Fabio Trojani () Smart Stochastic Discount Factors. Management Science ():",https://doi.org/10.1287/mnsc.2024.05750
,,,Commercializing the Package Flow: Cross-Sampling Physical Products Through E-Commerce Warehouses,"Brian Rongqing Han, Leon Yang Chu, Tianshu Sun, Lixia Wu","Brian Rongqing Han, Leon Yang Chu, Tianshu Sun, Lixia Wu () Commercializing the Package Flow: Cross-Sampling Physical Products Through E-Commerce Warehouses. Management Science ():",https://doi.org/10.1287/mnsc.2020.00902
,,,Model Aggregation for Risk Evaluation and Robust Optimization,"Tiantian Mao, Ruodu Wang, Qinyu Wu","Tiantian Mao, Ruodu Wang, Qinyu Wu () Model Aggregation for Risk Evaluation and Robust Optimization. Management Science ():",https://doi.org/10.1287/mnsc.2023.03523
,,,Spectral Volume Models: Universal High-Frequency Periodicities in Intraday Trading Activities,"Lintong Wu, Ruixun Zhang, Yuehao Dai","Lintong Wu, Ruixun Zhang, Yuehao Dai () Spectral Volume Models: Universal High-Frequency Periodicities in Intraday Trading Activities. Management Science ():",https://doi.org/10.1287/mnsc.2024.06215
,,,The Competitive Ratio of Threshold Policies for Online Unit-Density Knapsack Problems,"Will Ma, David Simchi-Levi, Jinglong Zhao","Will Ma, David Simchi-Levi, Jinglong Zhao () The Competitive Ratio of Threshold Policies for Online Unit-Density Knapsack Problems. Management Science ():",https://doi.org/10.1287/mnsc.2023.01577
,,,Boardroom Centrality and Systematic Risk of Firms,"Yunsen Chen, Yao Lu, Dengjin Zheng","Yunsen Chen, Yao Lu, Dengjin Zheng () Boardroom Centrality and Systematic Risk of Firms. Management Science ():",https://doi.org/10.1287/mnsc.2020.01240
,,,Cut to the Curve: Underrecognition and Talent Loss from Forced Ranking in a Multinational Firm,Brittany M. Bond,Brittany M. Bond () Cut to the Curve: Underrecognition and Talent Loss from Forced Ranking in a Multinational Firm. Management Science ():,https://doi.org/10.1287/mnsc.2023.01204
,,,E-backtesting,"Qiuqi Wang, Ruodu Wang, Johanna Ziegel","Qiuqi Wang, Ruodu Wang, Johanna Ziegel () E-backtesting. Management Science ():",https://doi.org/10.1287/mnsc.2023.01659
,,,Economic Substance Behind Texas Political Anti-ESG Sanctions,"Shiva Rajgopal, Anup Srivastava, Rong Zhao","Shiva Rajgopal, Anup Srivastava, Rong Zhao () Economic Substance Behind Texas Political Anti-ESG Sanctions. Management Science ():",https://doi.org/10.1287/mnsc.2024.05180
,,,Vestigial Tails? Floor Brokers at the Close in Modern Electronic Markets,"Edwin Hu, Dermot Murphy","Edwin Hu, Dermot Murphy () Vestigial Tails? Floor Brokers at the Close in Modern Electronic Markets. Management Science ():",https://doi.org/10.1287/mnsc.2023.00884
,,,How Do Chief Executive Officers Make Strategy?,"Mu-Jeung Yang, Michael Christensen, Nicholas Bloom, Raffaella Sadun, Jan Rivkin","Mu-Jeung Yang, Michael Christensen, Nicholas Bloom, Raffaella Sadun, Jan Rivkin () How Do Chief Executive Officers Make Strategy?. Management Science ():",https://doi.org/10.1287/mnsc.2023.03924
,,,Government Deleveraging and the Reverse Crowding-In Effect: Evidence from Subnational Debt and Government Contractors,"Jiayin Hu, Songrui Liu, Yang Yao, Zhu Zong","Jiayin Hu, Songrui Liu, Yang Yao, Zhu Zong () Government Deleveraging and the Reverse Crowding-In Effect: Evidence from Subnational Debt and Government Contractors. Management Science ():",https://doi.org/10.1287/mnsc.2024.05679
,,,Corporate Tax Avoidance and Sales: Microevidence and Aggregate Implications,"Julien Martin, Mathieu Parenti, Farid Toubal","Julien Martin, Mathieu Parenti, Farid Toubal () Corporate Tax Avoidance and Sales: Microevidence and Aggregate Implications. Management Science ():",https://doi.org/10.1287/mnsc.2024.05773
,,,Consequences of Resorting to Fines and Investments to Regulate Data Portability,"Vaarun Vijairaghavan, Hooman Hidaji, Barrie R. Nault","Vaarun Vijairaghavan, Hooman Hidaji, Barrie R. Nault () Consequences of Resorting to Fines and Investments to Regulate Data Portability. Management Science ():",https://doi.org/10.1287/mnsc.2024.08404
,,,Long-Term Pay for Performance: Cumulative Evidence over CEO Tenure,"Kalash Jain, Shivaram Rajgopal, Alfred Rappaport, M. J. Song","Kalash Jain, Shivaram Rajgopal, Alfred Rappaport, M. J. Song () Long-Term Pay for Performance: Cumulative Evidence over CEO Tenure. Management Science ():",https://doi.org/10.1287/mnsc.2024.04322
,,,Using Social Recognition to Address the Gender Difference in Volunteering for Low-Promotability Tasks,"Ritwik Banerjee, Priyoma Mustafi","Ritwik Banerjee, Priyoma Mustafi () Using Social Recognition to Address the Gender Difference in Volunteering for Low-Promotability Tasks. Management Science ():",https://doi.org/10.1287/mnsc.2022.04017
,,,Forced to be Active: Evidence from a Regulation Intervention,"Petter Bjerksund, Trond Døskeland, André Wattø Sjuve, Andreas Ørpetveit","Petter Bjerksund, Trond Døskeland, André Wattø Sjuve, Andreas Ørpetveit () Forced to be Active: Evidence from a Regulation Intervention. Management Science ():",https://doi.org/10.1287/mnsc.2023.03124
,,,Taxes and Executive Pay: Evidence from Nonqualified Deferred Compensation,Ke Na,Ke Na () Taxes and Executive Pay: Evidence from Nonqualified Deferred Compensation. Management Science ():,https://doi.org/10.1287/mnsc.2020.01483
,,,Incentivizing Information Exchange Within Groups: The Role of Voting Protocols in U.S. Food and Drug Administration Advisory Committees,"Panos Markou, Tian Heong Chan","Panos Markou, Tian Heong Chan () Incentivizing Information Exchange Within Groups: The Role of Voting Protocols in U.S. Food and Drug Administration Advisory Committees. Management Science ():",https://doi.org/10.1287/mnsc.2023.03649
,,,Effects of Financial Constraints on Supply Chain Financing Choices and Operational Decisions,"Anqi Wu, Qi Wu, Sridhar Seshadri","Anqi Wu, Qi Wu, Sridhar Seshadri () Effects of Financial Constraints on Supply Chain Financing Choices and Operational Decisions. Management Science ():",https://doi.org/10.1287/mnsc.2024.08465
,,,Green Bonds: Reputational Bonding via Media Coverage,Shirley Lu,Shirley Lu () Green Bonds: Reputational Bonding via Media Coverage. Management Science ():,https://doi.org/10.1287/mnsc.2024.05701
,,,Ultra-Fresh Fashion: Creating Demand with Freshness and Agility,"Li Chen, Hau Lee, Shiqing Yao","Li Chen, Hau Lee, Shiqing Yao () Ultra-Fresh Fashion: Creating Demand with Freshness and Agility. Management Science ():",https://doi.org/10.1287/mnsc.2024.06249
,,,Dynamic Pricing for Two-Sided Marketplaces with Offer Expiration,"Yufeng Cao, Anton Kleywegt, He Wang","Yufeng Cao, Anton Kleywegt, He Wang () Dynamic Pricing for Two-Sided Marketplaces with Offer Expiration. Management Science ():",https://doi.org/10.1287/mnsc.2022.00832
,,,Hedging Permanent Income Shocks,"Fabio C. Bagliano, Raffaele Corvino, Carolina Fugazza, Giovanna Nicodano","Fabio C. Bagliano, Raffaele Corvino, Carolina Fugazza, Giovanna Nicodano () Hedging Permanent Income Shocks. Management Science ():",https://doi.org/10.1287/mnsc.2024.06893
